City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,napier,-39.4833,176.9167,293.53,48,18,4.5,NZ,1729728232
364,westport,41.1415,-73.3579,292.02,80,0,4.92,US,1729728234
365,sorong,-0.8833,131.25,300.88,76,100,3.58,ID,1729728235
366,patan,27.6667,85.3333,290.36,88,20,1.54,NP,1729728236
367,karimpur,23.9667,88.6167,295.85,97,100,4.81,IN,1729728238
368,farafangana,-22.8167,47.8333,294.35,87,91,3.46,MG,1729728240
369,ugoofaaru,5.6667,73.0,301.27,78,98,6.93,MV,1729728241
370,shache,38.4167,77.2406,284.45,25,58,0.87,CN,1729728242
371,mount pearl,47.5166,-52.7813,283.23,90,0,8.75,CA,1729728244
372,nuuk,64.1835,-51.7216,273.08,62,100,1.79,GL,1729727951
373,hami,42.8,93.45,283.14,30,100,5.02,CN,1729728246
374,grand-lahou,5.1367,-5.0242,298.16,90,77,3.63,CI,1729728247
375,praia da vitoria,38.7333,-27.0667,292.29,68,40,8.07,PT,1729728248
376,lugovoy,42.9472,72.7644,281.1,80,100,0.89,KZ,1729728250
377,leninskoye,41.7589,69.3864,279.9,85,19,1.25,KZ,1729728033
378,chom thong,18.4174,98.6743,295.28,93,78,0.43,TH,1729728255
379,uturoa,-16.7333,-151.4333,299.67,82,66,4.73,PF,1729728256
380,ocean city,39.2776,-74.5746,291.25,86,1,1.79,US,1729728257
381,hammerfest,70.6634,23.6821,279.4,87,75,7.2,NO,1729728258
382,tlacolula de matamoros,16.95,-96.4833,293.54,72,80,2.7,MX,1729728260
383,slaton,33.4373,-101.6435,299.04,33,5,4.48,US,1729728263
384,ascension,30.2169,-90.9001,296.48,67,0,0.0,US,1729728265
385,kangding,30.0513,101.9603,284.66,95,100,0.35,CN,1729728061
386,oranjemund,-28.55,16.4333,287.35,95,44,4.44,NA,1729728269
387,anta,25.15,76.3,297.29,40,61,2.08,IN,1729728270
388,la'ie,21.6477,-157.9253,302.81,76,93,4.02,US,1729728273
389,djambala,-2.5447,14.7533,293.84,91,88,0.68,CG,1729728276
390,marsh harbour,26.5412,-77.0636,299.22,69,4,6.33,BS,1729728279
391,semey,50.4111,80.2275,281.03,64,99,6.1,KZ,1729728281
392,fuglafjordur,62.244,-6.814,283.46,91,100,14.67,FO,1729728282
393,sur,22.5667,59.5289,300.0,71,4,3.69,OM,1729728283
394,bontang,0.1333,117.5,300.6,78,83,4.22,ID,1729728285
395,walvis bay,-22.9575,14.5053,285.68,100,1,0.51,NA,1729728286
396,wynyard,-41.0,145.7167,288.38,59,16,1.79,AU,1729728290
397,nagqu,31.5,92.0,268.77,83,24,1.47,CN,1729728291
398,qujing,25.4833,103.7833,285.33,88,87,0.6,CN,1729728292
399,kailua-kona,19.6406,-155.9956,301.79,83,95,1.34,US,1729728295
400,fallsburg,41.732,-74.6013,287.33,68,6,1.34,US,1729728297
401,qamdo,31.1667,97.2333,273.27,57,16,0.19,CN,1729728298
402,sampit,-2.5333,112.95,300.14,79,100,0.43,ID,1729728299
403,mana,5.6592,-53.7767,299.79,81,100,3.46,GF,1729728300
404,tamanrasset,22.785,5.5228,295.1,24,0,2.57,DZ,1729728302
405,ulsteinvik,62.3432,5.8487,286.65,85,100,6.03,NO,1729728303
406,tacna,-18.0056,-70.2483,287.26,82,20,3.09,PE,1729728304
407,makoua,0.0069,15.6333,295.22,97,99,0.23,CG,1729728305
408,richards bay,-28.783,32.0377,291.74,81,67,3.48,ZA,1729728306
409,yuzhne,46.6221,31.1013,284.74,83,47,6.2,UA,1729728307
410,thurso,58.5927,-3.5259,285.29,74,100,7.74,GB,1729728309
411,kodinsk,58.6881,99.1844,261.8,98,49,0.97,RU,1729728310
412,jiayuguan,39.8167,98.3,282.66,15,49,3.75,CN,1729728311
413,la passe,45.5549,-0.8967,286.97,90,0,4.06,FR,1729728312
414,tambopata,-12.7333,-69.1833,302.09,74,20,1.54,PE,1729728313
415,delta,5.5,6.0,297.35,96,95,1.57,NG,1729728059
416,darnah,32.767,22.6367,292.82,65,5,0.87,LY,1729728316
417,gemena,3.25,19.7667,294.68,98,100,0.84,CD,1729728317
418,kulhudhuffushi,6.6221,73.07,301.3,78,100,7.29,MV,1729728319
419,ratnagiri,16.9833,73.3,298.88,80,22,2.55,IN,1729728320
420,tanjung selor,2.8372,117.3642,300.49,76,99,1.64,ID,1729728321
421,caleta de carquin,-11.0925,-77.6267,291.73,85,22,4.17,PE,1729728322
422,misratah,32.3754,15.0925,295.82,67,1,7.24,LY,1729728324
423,sisimiut,66.9395,-53.6735,270.02,73,100,5.65,GL,1729728325
424,akureyri,65.6835,-18.0878,274.11,93,0,1.54,IS,1729728326
425,ailuk,10.2197,169.9797,301.77,78,98,6.38,MH,1729728327
426,licheng,23.2955,113.8284,289.45,53,100,2.25,CN,1729728329
427,acapulco de juarez,16.8634,-99.8901,303.05,70,0,4.63,MX,1729728330
428,maceio,-9.6658,-35.7353,296.84,88,20,2.06,BR,1729728333
429,stornoway,58.2093,-6.3865,286.13,79,75,11.83,GB,1729728334
430,balkanabat,39.5108,54.3671,285.1,48,2,0.72,TM,1729728336
431,kattivakkam,13.2167,80.3167,301.54,92,100,3.63,IN,1729728338
432,priozersk,61.0393,30.1291,281.53,81,97,4.94,RU,1729728339
433,kiunga,-6.1219,141.2906,296.95,99,100,0.33,PG,1729728341
434,nicoya,10.1483,-85.452,297.91,91,48,0.62,CR,1729728138
435,yar,58.249,52.1026,279.14,93,100,2.6,RU,1729728344
436,correntina,-13.3433,-44.6367,297.99,60,15,1.13,BR,1729728348
437,kegen,43.0197,79.2203,274.64,95,100,0.99,KZ,1729728349
438,nishinoomote,30.7333,131.0,296.46,88,75,2.57,JP,1729728350
439,north bay,46.3168,-79.4663,278.16,87,75,3.6,CA,1729728353
440,bardai,11.65,7.2333,296.92,30,61,2.58,NG,1729728355
441,kayangel,8.0823,134.7173,302.63,75,90,8.2,PW,1729728358
442,cheremukhovo,60.3484,59.9851,278.72,90,97,1.49,RU,1729728361
443,kuala terengganu,5.3302,103.1408,299.12,94,20,1.03,MY,1729728362
444,caldwell,43.6629,-116.6874,283.49,81,0,8.23,US,1729728363
445,mae hong son,19.3003,97.9685,295.23,94,75,0.0,TH,1729728366
446,guerrero negro,27.9769,-114.0611,295.26,65,0,5.52,MX,1729728098
447,roma,43.2128,-75.4557,289.64,94,100,1.54,US,1729728368
448,sinton,28.0367,-97.5092,300.13,67,0,5.15,US,1729728370
449,soio,-6.1349,12.3689,298.07,87,67,3.2,AO,1729728371
450,myitkyina,25.3833,97.4,292.88,98,99,1.42,MM,1729728372
451,guarapuava,-25.3953,-51.4581,291.16,99,61,1.51,BR,1729728373
452,malynivka,49.8167,36.7333,281.86,82,28,4.86,UA,1729728374
453,mil'kovo,55.6078,37.7956,280.88,60,41,7.19,RU,1729728215
454,shimoda,34.6667,138.95,298.16,83,75,0.11,JP,1729728377
455,funadhoo,6.15,73.2667,301.22,78,100,6.97,MV,1729728378
456,millau,44.0833,2.9167,283.0,96,1,1.94,FR,1729728379
457,sottrum,53.1167,9.2333,278.87,89,68,2.5,DE,1729728382
458,bel ombre,-4.6167,55.4167,300.06,78,75,1.03,SC,1729728383
459,chipping norton,-33.9,150.95,296.51,61,0,2.68,AU,1729728384
460,swift current,50.2834,-107.8014,281.6,53,0,5.14,CA,1729728385
461,port augusta,-32.5,137.7667,290.11,41,6,7.69,AU,1729728386
462,ternate,0.8,127.4,301.22,74,73,2.99,ID,1729728388
463,kenai,60.5544,-151.2583,279.2,37,0,4.63,US,1729728389
464,kirensk,57.7853,108.1119,263.68,98,91,1.7,RU,1729728390
465,antalaha,-14.9003,50.2788,294.03,87,37,3.59,MG,1729728391
466,pangody,65.85,74.4859,268.45,95,100,7.29,RU,1729728393
467,spring hill,28.4769,-82.5255,297.62,82,20,2.06,US,1729728394
468,hoopstad,-27.8327,25.9083,291.0,44,1,2.95,ZA,1729728396
469,mangrol,21.1167,70.1167,300.24,62,52,3.42,IN,1729728397
470,khorostkiv,49.2111,25.9217,279.48,90,63,2.67,UA,1729728399
471,galle,6.0367,80.217,299.61,82,96,3.95,LK,1729728400
472,kingscliff,-28.2667,153.5667,298.04,78,60,7.2,AU,1729728401
473,bojnurd,37.4747,57.329,282.12,76,75,1.03,IR,1729728402
474,puerto lempira,15.2667,-83.7667,299.71,80,100,4.35,HN,1729728403
475,la sarre,48.8002,-79.1996,275.49,84,100,4.29,CA,1729728405
476,aberdeen,57.1437,-2.0981,284.56,84,100,6.69,GB,1729728406
477,forster,-32.1667,152.5167,299.47,63,24,7.9,AU,1729728408
478,catabola,-12.15,17.2833,292.44,73,86,1.42,AO,1729728409
479,kampene,-3.6,26.6667,292.78,99,97,1.08,CD,1729728410
480,bayanhongor,46.7167,100.1167,266.72,82,55,1.94,MN,1729728413
481,kabinda,-6.1333,24.4833,292.22,96,100,1.58,CD,1729728418
482,nyandoma,61.669,40.1991,278.88,92,100,4.83,RU,1729728420
483,bundaberg north,-24.8551,152.3425,301.73,56,9,5.76,AU,1729728421
484,acoua,-12.7239,45.0582,298.1,78,0,3.05,YT,1729728425
485,rabo de peixe,37.8,-25.5833,292.88,99,20,6.69,PT,1729728426
486,crane,31.3974,-102.3501,301.61,33,2,7.64,US,1729728272
487,rioverde,21.9333,-99.9833,294.07,67,94,4.25,MX,1729728429
488,eyl,7.9803,49.8164,299.45,85,59,5.52,SO,1729728430
489,mahajanga,-15.7167,46.3167,297.34,58,0,5.33,MG,1729728432
490,merizo village,13.2658,144.6691,302.46,89,93,7.81,GU,1729728434
491,boyolangu,-8.1181,111.8935,299.31,79,100,1.12,ID,1729728437
492,ha tinh,18.3333,105.9,294.92,87,100,2.39,VN,1729728438
493,segovia,41.1667,-4.0,284.91,82,16,3.19,ES,1729728439
494,margate,51.3813,1.3862,285.76,84,4,0.45,GB,1729728440
495,fortaleza,-3.7227,-38.5247,300.97,99,68,6.08,BR,1729728442
496,chisec,15.8167,-90.2833,295.9,93,63,1.36,GT,1729728443
497,waingapu,-9.6567,120.2641,302.15,59,16,0.83,ID,1729728444
498,rakovski,42.3,24.9667,280.07,49,63,0.75,BG,1729728445
499,bosa,40.2993,8.4983,291.13,84,97,1.57,IT,1729728449
500,bertioga,-23.8544,-46.1386,295.92,94,100,1.25,BR,1729728450
501,pallasovka,50.05,46.8833,281.93,62,38,6.59,RU,1729728452
502,flin flon,54.7682,-101.865,274.55,78,47,3.02,CA,1729728453
503,smithers,54.7804,-127.1743,277.8,75,54,1.33,CA,1729728454
504,egilsstadir,65.2653,-14.3948,276.57,100,100,0.6,IS,1729728455
505,ulladulla,-35.35,150.4667,288.47,71,100,4.05,AU,1729728458
506,juruti,-2.1522,-56.0922,304.19,46,84,1.32,BR,1729728461
507,rondonopolis,-16.4708,-54.6356,298.73,77,32,2.09,BR,1729728462
508,muntok,-2.0667,105.1833,300.03,82,80,3.19,ID,1729728464
509,lamar,33.6668,-95.5836,299.76,60,0,3.09,US,1729728466
510,tarare,45.8976,4.4327,284.11,94,3,0.73,FR,1729728467
511,kuqa,41.7278,82.9364,284.44,35,89,2.6,CN,1729728469
512,midland,31.9974,-102.0779,304.18,25,0,4.12,US,1729728470
513,pisco,-13.7,-76.2167,291.18,88,8,7.2,PE,1729728471
514,muang xay,20.7,101.9833,293.41,88,100,0.51,LA,1729728473
515,sandnessjoen,66.0217,12.6316,283.28,90,100,9.83,NO,1729728474
516,toulepleu guere,6.574,-8.4259,295.44,100,100,0.44,CI,1729728475
517,lundazi,-12.2929,33.1782,293.57,52,78,3.25,ZM,1729728476
518,tabriz,38.08,46.2919,277.85,65,75,5.14,IR,1729728478
519,monteagudo,-19.8167,-63.9833,297.55,59,68,1.63,BO,1729728480
520,mokopane,-24.1944,29.0097,291.39,79,6,3.45,ZA,1729728481
521,zhezqazghan,47.7833,67.7667,280.35,81,100,7.17,KZ,1729728482
522,chernyshevskiy,63.0128,112.4714,262.45,94,100,2.32,RU,1729728483
523,bam,29.106,58.357,295.15,32,6,0.69,IR,1729728485
524,mullsjo,63.7,19.7,282.05,74,96,5.44,SE,1729728486
525,mollendo,-17.0231,-72.0147,290.12,85,43,3.48,PE,1729728490
526,lukolela,-1.0605,17.1821,295.08,99,100,1.04,CD,1729728493
527,ayr,55.4627,-4.6339,286.21,82,100,7.2,GB,1729728495
528,spring creek,40.7266,-115.5859,293.98,23,34,2.68,US,1729728497
529,afaahiti,-17.75,-149.2833,298.21,85,99,5.12,PF,1729728498
530,sao lourenco do sul,-31.3653,-51.9783,294.1,94,37,5.94,BR,1729728499
531,san andres,12.5847,-81.7006,302.16,79,20,3.6,CO,1729728501
532,port hedland,-20.3167,118.5667,304.18,55,55,1.03,AU,1729728502
533,rapar,23.5667,70.6333,301.18,50,6,2.44,IN,1729728503
534,tezu,27.9167,96.1667,294.09,77,100,0.74,IN,1729728505
535,shengli,37.4564,118.4856,286.83,59,0,1.06,CN,1729728506
536,aksaray,38.3726,34.0254,279.64,70,3,3.21,TR,1729728508
537,yerofey pavlovich,53.9667,121.9667,266.16,91,98,1.17,RU,1729728509
538,fisterra,42.9049,-9.2629,290.77,81,1,6.44,ES,1729728511
539,newman,37.3138,-121.0208,299.28,32,3,1.79,US,1729728512
540,salahonda,2.1019,-78.7217,299.18,81,51,5.25,CO,1729728513
541,middletown,39.5151,-84.3983,292.44,57,0,5.14,US,1729728514
542,pelabuhanratu,-6.9875,106.5514,300.21,77,96,1.62,ID,1729728516
543,ouallam,14.3188,2.0866,305.93,38,57,3.26,NE,1729728517
544,cova figueira,14.8905,-24.2934,292.99,82,27,2.73,CV,1729728521
545,porto novo,6.4965,2.6036,298.51,90,75,2.36,BJ,1729728522
546,lieksa,63.3167,30.0167,279.74,78,82,6.21,FI,1729728523
547,vavuniya,8.7514,80.4971,297.02,95,100,2.22,LK,1729728524
548,khandyga,62.6667,135.6,263.81,75,100,1.74,RU,1729728525
549,shalkar,47.8288,59.6258,279.93,83,90,6.64,KZ,1729728526
550,ostersund,63.1792,14.6357,281.4,87,100,2.68,SE,1729728528
551,cordeiro,-22.0286,-42.3608,294.72,88,100,1.18,BR,1729728529
552,dakhla,23.6848,-15.958,293.45,88,0,6.62,EH,1729728531
553,barah,13.7,30.3667,303.27,18,82,6.58,SD,1729728533
554,dhangadhi,28.7079,80.5961,294.02,63,0,1.2,NP,1729728534
555,pandan,14.0453,124.1694,301.52,77,100,11.37,PH,1729728536
556,uttaradit,17.6667,100.5,295.69,95,47,1.35,TH,1729728537
557,sao jose da coroa grande,-8.8978,-35.1478,297.92,77,40,4.64,BR,1729728538
558,makurdi,7.7411,8.5121,297.75,87,55,1.86,NG,1729728541
559,chinde,26.8212,87.7095,293.2,55,72,2.89,NP,1729728542
560,kununurra,-15.7667,128.7333,304.14,70,48,2.57,AU,1729728543
561,argostolion,38.1811,20.489,290.79,44,4,1.84,GR,1729728544
562,pudozh,61.8099,36.5345,279.83,73,82,4.08,RU,1729728546
563,urengoy,65.9667,78.3667,263.93,90,100,6.31,RU,1729728549
564,fort stockton,30.894,-102.8793,304.18,36,0,5.14,US,1729728550
565,roldanillo,4.4126,-76.1546,292.52,95,71,2.38,CO,1729728551
566,kotovo,50.3211,44.8012,283.36,63,48,7.29,RU,1729728553
567,siwana,25.6333,72.4167,299.42,30,5,1.24,IN,1729728555
568,las khorey,11.1595,48.1967,302.15,70,18,3.92,SO,1729728556
569,eraan,9.0629,117.7016,299.47,92,100,6.57,PH,1729728559
570,gorom-gorom,14.4439,-0.2361,303.82,45,26,4.48,BF,1729728562
571,ghat,24.9647,10.1728,298.65,22,1,4.1,LY,1729728563
